game_date,visitor,visitor_score,home,home_score,ot,shootout
2008-11-30,Anaheim Ducks,4,Carolina Hurricanes,1,FALSE,FALSE
2008-11-30,Edmonton Oilers,3,Dallas Stars,4,FALSE,FALSE
2008-11-30,Florida Panthers,4,New York Rangers,0,FALSE,FALSE
2008-12-01,Nashville Predators,2,Buffalo Sabres,0,FALSE,FALSE
2008-12-01,Vancouver Canucks,2,Columbus Blue Jackets,3,FALSE,FALSE
2008-12-01,Anaheim Ducks,1,Detroit Red Wings,2,FALSE,FALSE
2008-12-01,Toronto Maple Leafs,3,Los Angeles Kings,1,FALSE,FALSE
2008-12-01,Colorado Avalanche,6,Minnesota Wild,5,FALSE,FALSE
2008-12-02,Dallas Stars,3,Calgary Flames,1,FALSE,FALSE
2008-12-02,Atlanta Thrashers,4,Montreal Canadiens,5,FALSE,FALSE
2008-12-02,Tampa Bay Lightning,3,Philadelphia Flyers,4,TRUE,FALSE
2008-12-02,Los Angeles Kings,2,Phoenix Coyotes,4,FALSE,FALSE
2008-12-02,Toronto Maple Leafs,2,San Jose Sharks,5,FALSE,FALSE
2008-12-02,Florida Panthers,5,Washington Capitals,3,FALSE,FALSE
2008-12-03,Anaheim Ducks,2,Chicago Blackhawks,4,FALSE,FALSE
2008-12-03,Dallas Stars,2,Edmonton Oilers,5,FALSE,FALSE
2008-12-03,St. Louis Blues,0,Minnesota Wild,4,FALSE,FALSE
2008-12-03,Pittsburgh Penguins,2,New York Rangers,3,FALSE,TRUE
2008-12-03,Atlanta Thrashers,1,Ottawa Senators,5,FALSE,FALSE
2008-12-04,Pittsburgh Penguins,5,Carolina Hurricanes,2,FALSE,FALSE
2008-12-04,Vancouver Canucks,5,Detroit Red Wings,6,FALSE,FALSE
2008-12-04,Buffalo Sabres,1,Florida Panthers,2,FALSE,FALSE
2008-12-04,New York Rangers,2,Montreal Canadiens,6,FALSE,FALSE
2008-12-04,Colorado Avalanche,2,Nashville Predators,3,FALSE,FALSE
2008-12-04,New Jersey Devils,3,Philadelphia Flyers,2,TRUE,FALSE
2008-12-04,Toronto Maple Leafs,3,Phoenix Coyotes,6,FALSE,FALSE
2008-12-04,Columbus Blue Jackets,2,San Jose Sharks,3,FALSE,FALSE
2008-12-04,Boston Bruins,3,Tampa Bay Lightning,1,FALSE,FALSE
2008-12-04,New York Islanders,2,Washington Capitals,5,FALSE,FALSE
2008-12-05,Colorado Avalanche,1,Dallas Stars,2,FALSE,TRUE
2008-12-05,Edmonton Oilers,5,Los Angeles Kings,4,FALSE,TRUE
2008-12-05,Vancouver Canucks,2,Minnesota Wild,1,FALSE,FALSE
2008-12-05,Calgary Flames,4,St. Louis Blues,3,TRUE,FALSE
2008-12-06,Philadelphia Flyers,2,Carolina Hurricanes,1,TRUE,FALSE
2008-12-06,Chicago Blackhawks,4,Detroit Red Wings,5,FALSE,TRUE
2008-12-06,Boston Bruins,4,Florida Panthers,0,FALSE,FALSE
2008-12-06,Columbus Blue Jackets,0,Los Angeles Kings,3,FALSE,FALSE
2008-12-06,New Jersey Devils,2,Montreal Canadiens,1,TRUE,FALSE
2008-12-06,Minnesota Wild,0,Nashville Predators,1,FALSE,FALSE
2008-12-06,Atlanta Thrashers,5,New York Islanders,1,FALSE,FALSE
2008-12-06,Pittsburgh Penguins,2,Ottawa Senators,3,FALSE,FALSE
2008-12-06,Edmonton Oilers,3,San Jose Sharks,2,TRUE,FALSE
2008-12-06,Phoenix Coyotes,3,St. Louis Blues,4,FALSE,FALSE
2008-12-06,Buffalo Sabres,4,Tampa Bay Lightning,3,FALSE,FALSE
2008-12-06,Washington Capitals,2,Toronto Maple Leafs,1,FALSE,FALSE
2008-12-07,Columbus Blue Jackets,3,Anaheim Ducks,5,FALSE,FALSE
2008-12-07,Washington Capitals,1,Carolina Hurricanes,3,FALSE,FALSE
2008-12-07,Phoenix Coyotes,1,Chicago Blackhawks,7,FALSE,FALSE
2008-12-07,Vancouver Canucks,4,Colorado Avalanche,5,FALSE,TRUE
2008-12-07,Calgary Flames,3,New York Rangers,0,FALSE,FALSE
2008-12-08,Tampa Bay Lightning,3,Boston Bruins,5,FALSE,FALSE
2008-12-08,Florida Panthers,4,Ottawa Senators,3,TRUE,FALSE
2008-12-08,Buffalo Sabres,4,Pittsburgh Penguins,3,FALSE,FALSE
2008-12-08,Nashville Predators,3,St. Louis Blues,6,FALSE,FALSE
2008-12-08,New York Islanders,2,Toronto Maple Leafs,4,FALSE,FALSE
2008-12-09,Los Angeles Kings,1,Colorado Avalanche,6,FALSE,FALSE
2008-12-09,Calgary Flames,1,Montreal Canadiens,4,FALSE,FALSE
2008-12-09,Vancouver Canucks,3,Nashville Predators,1,FALSE,FALSE
2008-12-09,New York Islanders,3,Philadelphia Flyers,4,FALSE,FALSE
2008-12-10,St. Louis Blues,2,Anaheim Ducks,4,FALSE,FALSE
2008-12-10,New York Rangers,3,Atlanta Thrashers,2,TRUE,FALSE
2008-12-10,Tampa Bay Lightning,2,Buffalo Sabres,4,FALSE,FALSE
2008-12-10,Ottawa Senators,0,Chicago Blackhawks,2,FALSE,FALSE
2008-12-10,Phoenix Coyotes,5,Dallas Stars,3,FALSE,FALSE
2008-12-10,Calgary Flames,3,Detroit Red Wings,4,TRUE,FALSE
2008-12-10,Pittsburgh Penguins,1,New Jersey Devils,4,FALSE,FALSE
2008-12-10,Boston Bruins,1,Washington Capitals,3,FALSE,FALSE
2008-12-11,Nashville Predators,1,Columbus Blue Jackets,2,FALSE,TRUE
2008-12-11,Florida Panthers,2,Edmonton Oilers,0,FALSE,FALSE
2008-12-11,St. Louis Blues,2,Los Angeles Kings,6,FALSE,FALSE
2008-12-11,Tampa Bay Lightning,3,Montreal Canadiens,1,FALSE,FALSE
2008-12-11,Carolina Hurricanes,5,Philadelphia Flyers,6,FALSE,TRUE
2008-12-11,Minnesota Wild,1,Phoenix Coyotes,3,FALSE,FALSE
2008-12-11,New York Islanders,2,Pittsburgh Penguins,9,FALSE,FALSE
2008-12-11,Anaheim Ducks,0,San Jose Sharks,2,FALSE,FALSE
2008-12-12,Boston Bruins,7,Atlanta Thrashers,3,FALSE,FALSE
2008-12-12,Toronto Maple Leafs,2,Buffalo Sabres,1,FALSE,FALSE
2008-12-12,Florida Panthers,3,Calgary Flames,2,FALSE,TRUE
2008-12-12,Chicago Blackhawks,4,Colorado Avalanche,3,FALSE,FALSE
2008-12-12,Detroit Red Wings,1,Dallas Stars,3,FALSE,FALSE
2008-12-12,New York Rangers,5,New Jersey Devils,8,FALSE,FALSE
2008-12-12,Ottawa Senators,1,Washington Capitals,5,FALSE,FALSE
2008-12-13,Atlanta Thrashers,2,Boston Bruins,4,FALSE,FALSE
2008-12-13,New York Islanders,1,Columbus Blue Jackets,3,FALSE,FALSE
2008-12-13,Vancouver Canucks,0,Edmonton Oilers,3,FALSE,FALSE
2008-12-13,Minnesota Wild,1,Los Angeles Kings,3,FALSE,FALSE
2008-12-13,Washington Capitals,2,Montreal Canadiens,1,FALSE,FALSE
2008-12-13,Buffalo Sabres,4,New Jersey Devils,2,FALSE,FALSE
2008-12-13,Dallas Stars,0,Nashville Predators,3,FALSE,FALSE
2008-12-13,Carolina Hurricanes,2,New York Rangers,3,FALSE,TRUE
2008-12-13,Tampa Bay Lightning,0,Ottawa Senators,2,FALSE,FALSE
2008-12-13,Pittsburgh Penguins,3,Philadelphia Flyers,6,FALSE,FALSE
2008-12-13,Detroit Red Wings,5,Phoenix Coyotes,4,FALSE,TRUE
2008-12-13,St. Louis Blues,4,San Jose Sharks,5,FALSE,FALSE
2008-12-14,Minnesota Wild,2,Anaheim Ducks,4,FALSE,FALSE
2008-12-14,Columbus Blue Jackets,1,Chicago Blackhawks,3,FALSE,FALSE
2008-12-14,Florida Panthers,3,Vancouver Canucks,5,FALSE,FALSE
2008-12-15,Colorado Avalanche,3,Detroit Red Wings,2,FALSE,FALSE
2008-12-15,San Jose Sharks,3,Los Angeles Kings,2,FALSE,TRUE
2008-12-16,New York Rangers,3,Anaheim Ducks,1,FALSE,FALSE
2008-12-16,Montreal Canadiens,2,Carolina Hurricanes,3,FALSE,FALSE
2008-12-16,Phoenix Coyotes,1,Dallas Stars,2,TRUE,FALSE
2008-12-16,Chicago Blackhawks,9,Edmonton Oilers,2,FALSE,FALSE
2008-12-16,Washington Capitals,5,New York Islanders,4,TRUE,FALSE
2008-12-16,Atlanta Thrashers,4,Ottawa Senators,1,FALSE,FALSE
2008-12-16,Colorado Avalanche,2,Philadelphia Flyers,5,FALSE,FALSE
2008-12-16,Calgary Flames,6,St. Louis Blues,3,FALSE,FALSE
2008-12-16,New Jersey Devils,2,Toronto Maple Leafs,3,FALSE,TRUE
2008-12-17,New Jersey Devils,5,Buffalo Sabres,3,FALSE,FALSE
2008-12-17,San Jose Sharks,1,Columbus Blue Jackets,2,TRUE,FALSE
2008-12-17,New York Rangers,3,Los Angeles Kings,2,TRUE,FALSE
2008-12-17,Calgary Flames,3,Minnesota Wild,2,TRUE,FALSE
2008-12-17,Edmonton Oilers,2,Vancouver Canucks,4,FALSE,FALSE
2008-12-18,Pittsburgh Penguins,6,Atlanta Thrashers,3,FALSE,FALSE
2008-12-18,Toronto Maple Leafs,5,Boston Bruins,8,FALSE,FALSE
2008-12-18,Florida Panthers,1,Carolina Hurricanes,2,TRUE,FALSE
2008-12-18,Columbus Blue Jackets,5,Dallas Stars,6,FALSE,TRUE
2008-12-18,San Jose Sharks,0,Detroit Red Wings,6,FALSE,FALSE
2008-12-18,Philadelphia Flyers,2,Montreal Canadiens,5,FALSE,FALSE
2008-12-18,Nashville Predators,1,Phoenix Coyotes,2,FALSE,FALSE
2008-12-18,Colorado Avalanche,2,Tampa Bay Lightning,1,FALSE,TRUE
2008-12-18,St. Louis Blues,2,Washington Capitals,4,FALSE,FALSE
2008-12-19,Los Angeles Kings,0,Buffalo Sabres,5,FALSE,FALSE
2008-12-19,Chicago Blackhawks,3,Calgary Flames,2,TRUE,FALSE
2008-12-19,Anaheim Ducks,3,Edmonton Oilers,2,FALSE,TRUE
2008-12-19,New York Islanders,1,Minnesota Wild,4,FALSE,FALSE
2008-12-19,Ottawa Senators,1,New Jersey Devils,5,FALSE,FALSE
2008-12-20,Tampa Bay Lightning,3,Atlanta Thrashers,4,FALSE,FALSE
2008-12-20,Carolina Hurricanes,2,Boston Bruins,4,FALSE,FALSE
2008-12-20,Los Angeles Kings,4,Detroit Red Wings,6,FALSE,FALSE
2008-12-20,Buffalo Sabres,3,Montreal Canadiens,4,TRUE,FALSE
2008-12-20,New York Islanders,0,Nashville Predators,1,FALSE,FALSE
2008-12-20,Dallas Stars,4,Ottawa Senators,5,TRUE,FALSE
2008-12-20,Washington Capitals,1,Philadelphia Flyers,7,FALSE,FALSE
2008-12-20,Columbus Blue Jackets,0,Phoenix Coyotes,2,FALSE,FALSE
2008-12-20,Toronto Maple Leafs,7,Pittsburgh Penguins,3,FALSE,FALSE
2008-12-20,New York Rangers,2,San Jose Sharks,3,FALSE,FALSE
2008-12-20,Minnesota Wild,2,St. Louis Blues,4,FALSE,FALSE
2008-12-20,Chicago Blackhawks,3,Vancouver Canucks,1,FALSE,FALSE
2008-12-21,Colorado Avalanche,0,Florida Panthers,3,FALSE,FALSE
2008-12-21,Carolina Hurricanes,3,Montreal Canadiens,2,TRUE,FALSE
2008-12-21,Philadelphia Flyers,2,New Jersey Devils,3,FALSE,TRUE
2008-12-21,Boston Bruins,6,St. Louis Blues,3,FALSE,FALSE
2008-12-22,Toronto Maple Leafs,6,Atlanta Thrashers,2,FALSE,FALSE
2008-12-22,Pittsburgh Penguins,4,Buffalo Sabres,3,TRUE,FALSE
2008-12-22,Phoenix Coyotes,2,Edmonton Oilers,4,FALSE,FALSE
2008-12-22,Anaheim Ducks,3,Vancouver Canucks,4,FALSE,FALSE
2008-12-23,Los Angeles Kings,3,Columbus Blue Jackets,0,FALSE,FALSE
2008-12-23,Anaheim Ducks,3,Calgary Flames,4,FALSE,FALSE
2008-12-23,Phoenix Coyotes,4,Colorado Avalanche,5,TRUE,FALSE
2008-12-23,St. Louis Blues,1,Detroit Red Wings,4,FALSE,FALSE
2008-12-23,Nashville Predators,0,Florida Panthers,3,FALSE,FALSE
2008-12-23,Carolina Hurricanes,2,Minnesota Wild,3,FALSE,FALSE
2008-12-23,Boston Bruins,2,New Jersey Devils,0,FALSE,FALSE
2008-12-23,Atlanta Thrashers,4,New York Islanders,2,FALSE,FALSE
2008-12-23,Washington Capitals,5,New York Rangers,4,TRUE,FALSE
2008-12-23,Ottawa Senators,4,Philadelphia Flyers,6,FALSE,FALSE
2008-12-23,Tampa Bay Lightning,2,Pittsburgh Penguins,0,FALSE,FALSE
2008-12-23,Vancouver Canucks,0,San Jose Sharks,5,FALSE,FALSE
2008-12-23,Dallas Stars,8,Toronto Maple Leafs,2,FALSE,FALSE
2008-12-26,Carolina Hurricanes,5,Atlanta Thrashers,4,FALSE,FALSE
2008-12-26,Philadelphia Flyers,1,Chicago Blackhawks,5,FALSE,FALSE
2008-12-26,Tampa Bay Lightning,4,Florida Panthers,3,FALSE,TRUE
2008-12-26,Phoenix Coyotes,2,Los Angeles Kings,1,FALSE,FALSE
2008-12-26,Pittsburgh Penguins,1,New Jersey Devils,0,FALSE,FALSE
2008-12-26,Detroit Red Wings,2,Nashville Predators,3,FALSE,FALSE
2008-12-26,Toronto Maple Leafs,1,New York Islanders,4,FALSE,FALSE
2008-12-26,Edmonton Oilers,3,Vancouver Canucks,2,FALSE,FALSE
2008-12-26,Buffalo Sabres,2,Washington Capitals,3,FALSE,FALSE
2008-12-27,New York Islanders,3,Buffalo Sabres,4,FALSE,TRUE
2008-12-27,Boston Bruins,4,Carolina Hurricanes,2,FALSE,FALSE
2008-12-27,Philadelphia Flyers,0,Columbus Blue Jackets,3,FALSE,FALSE
2008-12-27,Ottawa Senators,3,Calgary Flames,6,FALSE,FALSE
2008-12-27,Detroit Red Wings,3,Colorado Avalanche,4,FALSE,TRUE
2008-12-27,Anaheim Ducks,3,Dallas Stars,4,TRUE,FALSE
2008-12-27,New Jersey Devils,4,New York Rangers,2,FALSE,FALSE
2008-12-27,Los Angeles Kings,4,Phoenix Coyotes,0,FALSE,FALSE
2008-12-27,Montreal Canadiens,3,Pittsburgh Penguins,2,FALSE,FALSE
2008-12-27,San Jose Sharks,2,St. Louis Blues,3,FALSE,TRUE
2008-12-27,Florida Panthers,4,Tampa Bay Lightning,6,FALSE,FALSE
2008-12-28,Boston Bruins,2,Atlanta Thrashers,1,FALSE,FALSE
2008-12-28,Nashville Predators,2,Edmonton Oilers,5,FALSE,FALSE
2008-12-28,Chicago Blackhawks,4,Minnesota Wild,1,FALSE,FALSE
2008-12-28,Anaheim Ducks,4,St. Louis Blues,3,FALSE,FALSE
2008-12-28,Ottawa Senators,0,Vancouver Canucks,3,FALSE,FALSE
2008-12-28,Toronto Maple Leafs,1,Washington Capitals,4,FALSE,FALSE
2008-12-29,Minnesota Wild,1,Calgary Flames,2,FALSE,FALSE
2008-12-29,Nashville Predators,1,Colorado Avalanche,5,FALSE,FALSE
2008-12-29,San Jose Sharks,3,Dallas Stars,1,FALSE,FALSE
2008-12-29,Montreal Canadiens,5,Florida Panthers,2,FALSE,FALSE
2008-12-29,Columbus Blue Jackets,2,Los Angeles Kings,0,FALSE,FALSE
2008-12-29,New York Islanders,4,New York Rangers,5,FALSE,FALSE
2008-12-30,Washington Capitals,4,Buffalo Sabres,2,FALSE,FALSE
2008-12-30,Chicago Blackhawks,0,Detroit Red Wings,4,FALSE,FALSE
2008-12-30,Ottawa Senators,3,Edmonton Oilers,2,FALSE,FALSE
2008-12-30,Boston Bruins,5,Pittsburgh Penguins,2,FALSE,FALSE
2008-12-30,New Jersey Devils,4,St. Louis Blues,3,FALSE,FALSE
2008-12-30,Montreal Canadiens,2,Tampa Bay Lightning,1,FALSE,TRUE
2008-12-30,Atlanta Thrashers,3,Toronto Maple Leafs,4,TRUE,FALSE
2008-12-30,Philadelphia Flyers,3,Vancouver Canucks,2,FALSE,FALSE
2008-12-31,Columbus Blue Jackets,2,Anaheim Ducks,0,FALSE,FALSE
2008-12-31,Atlanta Thrashers,1,Carolina Hurricanes,3,FALSE,FALSE
2008-12-31,Edmonton Oilers,4,Calgary Flames,6,FALSE,FALSE
2008-12-31,New Jersey Devils,2,Dallas Stars,4,FALSE,FALSE
2008-12-31,San Jose Sharks,2,Minnesota Wild,3,TRUE,FALSE
2008-12-31,Florida Panthers,2,New York Islanders,4,FALSE,FALSE
2008-12-31,Colorado Avalanche,1,Phoenix Coyotes,3,FALSE,FALSE
2009-01-01,Pittsburgh Penguins,2,Boston Bruins,4,FALSE,FALSE
2009-01-01,Detroit Red Wings,6,Chicago Blackhawks,4,FALSE,FALSE
2009-01-01,Vancouver Canucks,2,Nashville Predators,1,FALSE,FALSE
2009-01-01,Buffalo Sabres,4,Toronto Maple Leafs,1,FALSE,FALSE
2009-01-01,Tampa Bay Lightning,4,Washington Capitals,7,FALSE,FALSE
2009-01-02,Philadelphia Flyers,5,Anaheim Ducks,4,FALSE,TRUE
2009-01-02,Vancouver Canucks,3,Atlanta Thrashers,4,FALSE,TRUE
2009-01-02,St. Louis Blues,1,Carolina Hurricanes,2,FALSE,FALSE
2009-01-02,Columbus Blue Jackets,6,Colorado Avalanche,1,FALSE,FALSE
2009-01-02,Montreal Canadiens,1,New Jersey Devils,4,FALSE,FALSE
2009-01-02,New York Islanders,4,Phoenix Coyotes,5,FALSE,FALSE
2009-01-03,Buffalo Sabres,4,Boston Bruins,2,FALSE,FALSE
2009-01-03,Dallas Stars,1,Edmonton Oilers,4,FALSE,FALSE
2009-01-03,Philadelphia Flyers,1,Los Angeles Kings,2,FALSE,TRUE
2009-01-03,Detroit Red Wings,3,Minnesota Wild,2,FALSE,TRUE
2009-01-03,Calgary Flames,3,Nashville Predators,2,FALSE,FALSE
2009-01-03,Florida Panthers,6,Pittsburgh Penguins,1,FALSE,FALSE
2009-01-03,New York Islanders,3,San Jose Sharks,5,FALSE,FALSE
2009-01-03,Columbus Blue Jackets,2,St. Louis Blues,5,FALSE,FALSE
2009-01-03,Carolina Hurricanes,3,Tampa Bay Lightning,2,FALSE,FALSE
2009-01-03,Ottawa Senators,1,Toronto Maple Leafs,3,FALSE,FALSE
2009-01-03,New York Rangers,1,Washington Capitals,2,FALSE,FALSE
2009-01-04,Phoenix Coyotes,0,Anaheim Ducks,2,FALSE,FALSE
2009-01-04,Tampa Bay Lightning,4,Atlanta Thrashers,1,FALSE,FALSE
2009-01-04,Calgary Flames,2,Chicago Blackhawks,5,FALSE,FALSE
2009-01-04,Minnesota Wild,2,Colorado Avalanche,0,FALSE,FALSE
2009-01-04,Florida Panthers,5,Montreal Canadiens,6,FALSE,TRUE
2009-01-04,Ottawa Senators,3,New Jersey Devils,4,TRUE,FALSE
2009-01-04,Dallas Stars,3,Vancouver Canucks,2,FALSE,TRUE
2009-01-05,New York Islanders,2,Edmonton Oilers,3,FALSE,FALSE
2009-01-05,Pittsburgh Penguins,0,New York Rangers,4,FALSE,FALSE
2009-01-06,Los Angeles Kings,1,Anaheim Ducks,3,FALSE,FALSE
2009-01-06,Minnesota Wild,1,Boston Bruins,0,FALSE,FALSE
2009-01-06,Ottawa Senators,2,Buffalo Sabres,4,FALSE,FALSE
2009-01-06,New Jersey Devils,2,Carolina Hurricanes,3,FALSE,FALSE
2009-01-06,San Jose Sharks,2,Calgary Flames,5,FALSE,FALSE
2009-01-06,Columbus Blue Jackets,0,Detroit Red Wings,3,FALSE,FALSE
2009-01-06,Colorado Avalanche,2,Nashville Predators,1,FALSE,FALSE
2009-01-06,Chicago Blackhawks,6,Phoenix Coyotes,0,FALSE,FALSE
2009-01-06,Atlanta Thrashers,1,Pittsburgh Penguins,3,FALSE,FALSE
2009-01-06,Florida Panthers,4,Toronto Maple Leafs,2,FALSE,FALSE
2009-01-06,Philadelphia Flyers,1,Washington Capitals,2,FALSE,TRUE
2009-01-07,Vancouver Canucks,4,Edmonton Oilers,2,FALSE,FALSE
2009-01-07,Montreal Canadiens,6,New York Rangers,3,FALSE,FALSE
2009-01-08,Ottawa Senators,4,Boston Bruins,6,FALSE,FALSE
2009-01-08,New York Islanders,2,Calgary Flames,5,FALSE,FALSE
2009-01-08,Chicago Blackhawks,1,Colorado Avalanche,2,FALSE,FALSE
2009-01-08,Dallas Stars,1,Detroit Red Wings,6,FALSE,FALSE
2009-01-08,Carolina Hurricanes,2,Florida Panthers,4,FALSE,FALSE
2009-01-08,Anaheim Ducks,3,Los Angeles Kings,4,FALSE,FALSE
2009-01-08,Toronto Maple Leafs,2,Montreal Canadiens,6,FALSE,FALSE
2009-01-08,Atlanta Thrashers,4,New Jersey Devils,0,FALSE,FALSE
2009-01-08,Pittsburgh Penguins,3,Nashville Predators,5,FALSE,FALSE
2009-01-08,Minnesota Wild,1,Philadelphia Flyers,3,FALSE,FALSE
2009-01-08,Tampa Bay Lightning,2,Phoenix Coyotes,3,FALSE,FALSE
2009-01-09,Tampa Bay Lightning,4,Anaheim Ducks,3,FALSE,FALSE
2009-01-09,New York Rangers,1,Buffalo Sabres,2,FALSE,TRUE
2009-01-09,San Jose Sharks,4,Edmonton Oilers,1,FALSE,FALSE
2009-01-09,St. Louis Blues,6,Vancouver Canucks,4,FALSE,FALSE
2009-01-09,Columbus Blue Jackets,3,Washington Capitals,0,FALSE,FALSE
2009-01-10,Carolina Hurricanes,1,Boston Bruins,5,FALSE,FALSE
2009-01-10,Minnesota Wild,2,Columbus Blue Jackets,4,FALSE,FALSE
2009-01-10,Pittsburgh Penguins,3,Colorado Avalanche,5,FALSE,FALSE
2009-01-10,Buffalo Sabres,1,Detroit Red Wings,3,FALSE,FALSE
2009-01-10,Atlanta Thrashers,4,Florida Panthers,8,FALSE,FALSE
2009-01-10,New Jersey Devils,5,Los Angeles Kings,1,FALSE,FALSE
2009-01-10,Washington Capitals,4,Montreal Canadiens,5,FALSE,FALSE
2009-01-10,Chicago Blackhawks,1,Nashville Predators,4,FALSE,FALSE
2009-01-10,New York Rangers,2,Ottawa Senators,0,FALSE,FALSE
2009-01-10,Toronto Maple Leafs,1,Philadelphia Flyers,4,FALSE,FALSE
2009-01-10,Dallas Stars,0,Phoenix Coyotes,1,FALSE,TRUE
2009-01-10,San Jose Sharks,4,Vancouver Canucks,2,FALSE,FALSE
2009-01-11,New Jersey Devils,3,Anaheim Ducks,4,FALSE,FALSE
2009-01-11,Nashville Predators,1,Chicago Blackhawks,3,FALSE,FALSE
2009-01-11,St. Louis Blues,1,Edmonton Oilers,2,FALSE,FALSE
2009-01-12,Detroit Red Wings,4,Dallas Stars,5,TRUE,FALSE
2009-01-12,Tampa Bay Lightning,3,Los Angeles Kings,1,FALSE,FALSE
2009-01-13,Montreal Canadiens,1,Boston Bruins,3,FALSE,FALSE
2009-01-13,Colorado Avalanche,3,Columbus Blue Jackets,4,FALSE,FALSE
2009-01-13,St. Louis Blues,1,Calgary Flames,3,FALSE,FALSE
2009-01-13,Phoenix Coyotes,3,Minnesota Wild,6,FALSE,FALSE
2009-01-13,New York Rangers,2,New York Islanders,1,FALSE,FALSE
2009-01-13,Carolina Hurricanes,1,Ottawa Senators,5,FALSE,FALSE
2009-01-13,Pittsburgh Penguins,4,Philadelphia Flyers,2,FALSE,FALSE
2009-01-13,Tampa Bay Lightning,1,San Jose Sharks,7,FALSE,FALSE
2009-01-13,Nashville Predators,2,Toronto Maple Leafs,0,FALSE,FALSE
2009-01-13,New Jersey Devils,5,Vancouver Canucks,3,FALSE,FALSE
2009-01-13,Edmonton Oilers,5,Washington Capitals,2,FALSE,FALSE
2009-01-14,Detroit Red Wings,4,Anaheim Ducks,3,FALSE,FALSE
2009-01-14,Ottawa Senators,3,Atlanta Thrashers,2,FALSE,FALSE
2009-01-14,Buffalo Sabres,1,Chicago Blackhawks,4,FALSE,FALSE
2009-01-14,Washington Capitals,6,Pittsburgh Penguins,3,FALSE,FALSE
2009-01-15,Toronto Maple Leafs,6,Carolina Hurricanes,4,FALSE,FALSE
2009-01-15,Buffalo Sabres,5,Dallas Stars,4,FALSE,TRUE
2009-01-15,Detroit Red Wings,4,Los Angeles Kings,0,FALSE,FALSE
2009-01-15,Edmonton Oilers,1,Minnesota Wild,5,FALSE,FALSE
2009-01-15,Nashville Predators,2,Montreal Canadiens,3,FALSE,FALSE
2009-01-15,Boston Bruins,2,New York Islanders,1,FALSE,FALSE
2009-01-15,Calgary Flames,3,San Jose Sharks,2,FALSE,FALSE
2009-01-15,Colorado Avalanche,2,St. Louis Blues,5,FALSE,FALSE
2009-01-15,Philadelphia Flyers,1,Tampa Bay Lightning,4,FALSE,FALSE
2009-01-15,Phoenix Coyotes,4,Vancouver Canucks,1,FALSE,FALSE
2009-01-16,Toronto Maple Leafs,3,Atlanta Thrashers,4,TRUE,FALSE
2009-01-16,New Jersey Devils,2,Columbus Blue Jackets,1,FALSE,FALSE
2009-01-16,New York Rangers,3,Chicago Blackhawks,2,TRUE,FALSE
2009-01-16,Edmonton Oilers,3,Colorado Avalanche,2,FALSE,FALSE
2009-01-16,Philadelphia Flyers,3,Florida Panthers,2,FALSE,TRUE
2009-01-16,Anaheim Ducks,1,Pittsburgh Penguins,3,FALSE,FALSE
2009-01-17,Carolina Hurricanes,1,Buffalo Sabres,3,FALSE,FALSE
2009-01-17,Phoenix Coyotes,4,Calgary Flames,3,FALSE,FALSE
2009-01-17,Los Angeles Kings,2,Dallas Stars,3,FALSE,TRUE
2009-01-17,Anaheim Ducks,3,Minnesota Wild,0,FALSE,FALSE
2009-01-17,Atlanta Thrashers,7,Nashville Predators,2,FALSE,FALSE
2009-01-17,New Jersey Devils,3,New York Islanders,1,FALSE,FALSE
2009-01-17,Montreal Canadiens,5,Ottawa Senators,4,FALSE,TRUE
2009-01-17,Detroit Red Wings,5,San Jose Sharks,6,FALSE,FALSE
2009-01-17,Chicago Blackhawks,2,St. Louis Blues,1,TRUE,FALSE
2009-01-17,Florida Panthers,4,Tampa Bay Lightning,3,FALSE,FALSE
2009-01-17,Boston Bruins,1,Washington Capitals,2,FALSE,FALSE
2009-01-18,Calgary Flames,2,Colorado Avalanche,6,FALSE,FALSE
2009-01-18,Phoenix Coyotes,3,Edmonton Oilers,6,FALSE,FALSE
2009-01-18,New York Rangers,0,Pittsburgh Penguins,3,FALSE,FALSE
2009-01-18,Columbus Blue Jackets,6,Vancouver Canucks,5,FALSE,TRUE
2009-01-19,St. Louis Blues,5,Boston Bruins,4,FALSE,TRUE
2009-01-19,Minnesota Wild,4,Chicago Blackhawks,1,FALSE,FALSE
2009-01-19,Buffalo Sabres,3,Florida Panthers,2,FALSE,TRUE
2009-01-19,New Jersey Devils,3,Nashville Predators,1,FALSE,FALSE
2009-01-19,Washington Capitals,2,New York Islanders,1,TRUE,FALSE
2009-01-19,Dallas Stars,2,Tampa Bay Lightning,4,FALSE,FALSE
2009-01-19,Carolina Hurricanes,2,Toronto Maple Leafs,0,FALSE,FALSE
2009-01-20,Montreal Canadiens,2,Atlanta Thrashers,4,FALSE,FALSE
2009-01-20,Columbus Blue Jackets,3,Edmonton Oilers,4,FALSE,FALSE
2009-01-20,Los Angeles Kings,5,Minnesota Wild,2,FALSE,FALSE
2009-01-20,Anaheim Ducks,2,New York Rangers,4,FALSE,FALSE
2009-01-20,Washington Capitals,2,Ottawa Senators,3,FALSE,FALSE
2009-01-20,Detroit Red Wings,3,Phoenix Coyotes,6,FALSE,FALSE
2009-01-20,Carolina Hurricanes,2,Pittsburgh Penguins,1,FALSE,FALSE
2009-01-20,Vancouver Canucks,1,San Jose Sharks,2,TRUE,FALSE
